ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,User-ID,Book-Rating
1880185008,"Serving As Senders: How to Care for Your Missionaries While They Are Preparing to Go, While They Are on the Field, When They Return Home",Neal Pirolo,1991,Emmaus Road Intl,http://images.amazon.com/images/P/1880185008.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1880185008.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1880185008.01.LZZZZZZZ.jpg,383,5
1567184294,"The Western Mysteries: An Encyclopedic Guide to the Sacred Languages &amp; Magickal Systems of the World : The Key of It All, Book II (Key of It All)",David Allen Hulse,2000,Llewellyn Publications,http://images.amazon.com/images/P/1567184294.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1567184294.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1567184294.01.LZZZZZZZ.jpg,80157,9
156718796X,Astral Travel for Beginners (For Beginners),Richard Webster,1998,Llewellyn Publications,http://images.amazon.com/images/P/156718796X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/156718796X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/156718796X.01.LZZZZZZZ.jpg,58489,6
1862047626,New Perspectives: Runes,Bernard King,2000,Harper Collins - UK,http://images.amazon.com/images/P/1862047626.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1862047626.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1862047626.01.LZZZZZZZ.jpg,177458,7
006101351X,The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,1998,HarperTorch,http://images.amazon.com/images/P/006101351X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006101351X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006101351X.01.LZZZZZZZ.jpg,388,6
039456894X,Impossible Vacation,Spalding Gray,1992,Random House Inc,http://images.amazon.com/images/P/039456894X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039456894X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039456894X.01.LZZZZZZZ.jpg,388,8
1573225126,Prozac Nation: Young and Depressed in America : A Memoir,Elizabeth Wurtzel,1997,Riverhead Books,http://images.amazon.com/images/P/1573225126.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573225126.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573225126.01.LZZZZZZZ.jpg,388,5
1579651658,The Journey From Here,Bill Bradley,2000,Artisan Publishers,http://images.amazon.com/images/P/1579651658.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1579651658.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1579651658.01.LZZZZZZZ.jpg,388,8
1878424319,The Four Agreements: A Practical Guide to Personal Freedom,Don Miguel Ruiz,1997,Amber-Allen Publishing,http://images.amazon.com/images/P/1878424319.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1878424319.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1878424319.01.LZZZZZZZ.jpg,388,7
8427007450,Desaparecido: LA Autentica Historia De LA Ejecucion De Charles Horman,Thomas Hauser,1982,Lectorum Pubns (J),http://images.amazon.com/images/P/8427007450.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8427007450.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8427007450.01.LZZZZZZZ.jpg,392,10
8474103347,Espurnes de sang (La Negra),Antoni Serra,1987,Edicions de la Magrana,http://images.amazon.com/images/P/8474103347.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8474103347.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8474103347.01.LZZZZZZZ.jpg,392,7
8475960936,Les llengÃ¼es d'Africa (Biblioteca universal EmpÃºries),M. Carme Junyent,1986,Editorial EmpÃºries,http://images.amazon.com/images/P/8475960936.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8475960936.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8475960936.01.LZZZZZZZ.jpg,392,9
8478098267,El dia que es va cremar el Liceu (La primera Columna),Joan Agut,1995,Columna,http://images.amazon.com/images/P/8478098267.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8478098267.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8478098267.01.LZZZZZZZ.jpg,392,9
8478800336,CÃ³mo ser una mujer y no morir en el intento (ColecciÃ³n El Papagayo),Carmen Rico-Godoy,1990,Ediciones Temas de Hoy,http://images.amazon.com/images/P/8478800336.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8478800336.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8478800336.01.LZZZZZZZ.jpg,14958,6
8478884963,Una casa en Irlanda,Maeve Binchy,1999,Salamandra,http://images.amazon.com/images/P/8478884963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8478884963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8478884963.01.LZZZZZZZ.jpg,392,9
8483002523,La mirada del tafur (ColÂ¨lecciÃ³ clÃ ssica),Ferran Torrent,1997,Columna,http://images.amazon.com/images/P/8483002523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8483002523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8483002523.01.LZZZZZZZ.jpg,392,5
8486433193,Amorrada al pilÃ³ (Columna),Maria JaÃ©n,1986,Columna,http://images.amazon.com/images/P/8486433193.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8486433193.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8486433193.01.LZZZZZZZ.jpg,392,5
1853260622,War and Peace (Wordsworth Classics),Leo Tolstoy,1997,NTC/Contemporary Publishing Company,http://images.amazon.com/images/P/1853260622.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853260622.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1853260622.01.LZZZZZZZ.jpg,28492,4
1857938011,A-Z of Behaving Badly,Simon Nye,1996,Trafalgar Square,http://images.amazon.com/images/P/1857938011.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1857938011.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1857938011.01.LZZZZZZZ.jpg,393,6
044021145X,The Firm,John Grisham,1992,Bantam Dell Publishing Group,http://images.amazon.com/images/P/044021145X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044021145X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044021145X.01.LZZZZZZZ.jpg,3145,9
1561561428,Frankenstein (Illustrated Classics Series),Mary Wollstonecraft Shelley,1992,Kidsbooks.Com,http://images.amazon.com/images/P/1561561428.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1561561428.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1561561428.01.LZZZZZZZ.jpg,408,7
055358099X,Cloud Nine,Luanne Rice,2000,Bantam Books,http://images.amazon.com/images/P/055358099X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055358099X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055358099X.01.LZZZZZZZ.jpg,31393,5
014023828X,The Tortilla Curtain,T. Coraghessan Boyle,1996,Penguin Books,http://images.amazon.com/images/P/014023828X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014023828X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014023828X.01.LZZZZZZZ.jpg,8734,7
375726403,Empire Falls,Richard Russo,2002,Vintage Books USA,http://images.amazon.com/images/P/0375726403.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375726403.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375726403.01.LZZZZZZZ.jpg,160334,9
671021001,She's Come Undone (Oprah's Book Club),Wally Lamb,1998,Pocket,http://images.amazon.com/images/P/0671021001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671021001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671021001.01.LZZZZZZZ.jpg,224108,7
446610178,The Sky Is Falling,Sidney Sheldon,2001,Warner Books,http://images.amazon.com/images/P/0446610178.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446610178.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446610178.01.LZZZZZZZ.jpg,224108,10
039914739X,Isle of Dogs,Patricia Daniels Cornwell,2001,Putnam Publishing Group,http://images.amazon.com/images/P/039914739X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039914739X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039914739X.01.LZZZZZZZ.jpg,446,3
081296666X,Things My Girlfriend and I Have Argued About: A Novel,Mil Millington,2003,Villard Books,http://images.amazon.com/images/P/081296666X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/081296666X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/081296666X.01.LZZZZZZZ.jpg,446,5
1877727083,Vertical Poetry: Recent Poems,Roberto Juarroz,1992,White Pine Press (NY),http://images.amazon.com/images/P/1877727083.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1877727083.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1877727083.01.LZZZZZZZ.jpg,446,8
8845229041,Biblioteca Universale Rizzoli: Sulla Sponda Del Fiume Piedra,P Coelho,0,Fabbri - RCS Libri,http://images.amazon.com/images/P/8845229041.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8845229041.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8845229041.01.LZZZZZZZ.jpg,460,3
887641486X,I Giorni Dell'abbandono,Elena Ferrante,2002,Edizioni E/O,http://images.amazon.com/images/P/887641486X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/887641486X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/887641486X.01.LZZZZZZZ.jpg,460,8
080521061X,Montessori Today: A Comprehensive Approach to Education from Birth to Adulthood,Paula Polk Lillard,1996,Schocken Books,http://images.amazon.com/images/P/080521061X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080521061X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080521061X.01.LZZZZZZZ.jpg,472,9
1561672033,Antipodes 10,John Pascal,1995,Noble House,http://images.amazon.com/images/P/1561672033.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1561672033.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1561672033.01.LZZZZZZZ.jpg,476,8
451202341,Back Roads,Tawni O'Dell,2001,Signet Book,http://images.amazon.com/images/P/0451202341.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451202341.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451202341.01.LZZZZZZZ.jpg,224108,9
080213825X,Four Blondes,Candace Bushnell,2001,Grove Press,http://images.amazon.com/images/P/080213825X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080213825X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080213825X.01.LZZZZZZZ.jpg,2499,5
385472951,The Partner,John Grisham,1997,Doubleday Books,http://images.amazon.com/images/P/0385472951.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385472951.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385472951.01.LZZZZZZZ.jpg,224108,10
553564528,Guilty as Sin,TAMI HOAG,1997,Bantam,http://images.amazon.com/images/P/0553564528.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553564528.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553564528.01.LZZZZZZZ.jpg,224108,8
055356451X,Night Sins,TAMI HOAG,1995,Bantam,http://images.amazon.com/images/P/055356451X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055356451X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055356451X.01.LZZZZZZZ.jpg,496,8
084994371X,Blink,Ted Dekker,2003,WestBow Press,http://images.amazon.com/images/P/084994371X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/084994371X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/084994371X.01.LZZZZZZZ.jpg,500,8
042517736X,Abduction,Robin Cook,2000,Berkley Publishing Group,http://images.amazon.com/images/P/042517736X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042517736X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042517736X.01.LZZZZZZZ.jpg,505,7
038549825X,Not a Day Goes By : A Novel,E. LYNN HARRIS,2001,Anchor,http://images.amazon.com/images/P/038549825X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038549825X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038549825X.01.LZZZZZZZ.jpg,505,8
345369947,The Mummy or Ramses the Damned,Anne Rice,1991,Ballantine Books,http://images.amazon.com/images/P/0345369947.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345369947.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345369947.01.LZZZZZZZ.jpg,37445,9
067170124X,HIS LITTLE WOMEN : HIS LITTLE WOMEN,Judith Rossner,1991,Pocket,http://images.amazon.com/images/P/067170124X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067170124X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067170124X.01.LZZZZZZZ.jpg,235105,5
006017143X,The Night Listener,Armistead Maupin,2000,HarperCollins Publishers,http://images.amazon.com/images/P/006017143X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006017143X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006017143X.01.LZZZZZZZ.jpg,505,9
1562827049,"The Diary of Jack the Ripper/the Discovery, the Investigation, the Debate",Jack,1993,Hyperion Books,http://images.amazon.com/images/P/1562827049.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1562827049.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1562827049.01.LZZZZZZZ.jpg,505,8
385306032,Vanished,Danielle Steel,1993,Delacorte Press,http://images.amazon.com/images/P/0385306032.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385306032.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385306032.01.LZZZZZZZ.jpg,224108,8
193072229X,MoveOn's 50 Ways to Love Your Country: How to Find Your Political Voice and Become a Catalyst for Change,Moveon,2004,Inner Ocean Publishing,http://images.amazon.com/images/P/193072229X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/193072229X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/193072229X.01.LZZZZZZZ.jpg,1395,10
1400077826,Cold Mountain (MTI) (Vintage Contemporaries),CHARLES FRAZIER,2003,Vintage,http://images.amazon.com/images/P/1400077826.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400077826.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400077826.01.LZZZZZZZ.jpg,11676,9
068484267X,Angela's Ashes: A Memoir,Frank McCourt,1999,Scribner,http://images.amazon.com/images/P/068484267X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068484267X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068484267X.01.LZZZZZZZ.jpg,503,10
080411952X,The Unsung Hero,Suzanne Brockmann,2000,Ivy Books,http://images.amazon.com/images/P/080411952X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080411952X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080411952X.01.LZZZZZZZ.jpg,102702,10
446519138,Simple Abundance:  A Daybook of Comfort and Joy,Sarah Ban Breathnach,1995,Warner Books,http://images.amazon.com/images/P/0446519138.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446519138.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446519138.01.LZZZZZZZ.jpg,271526,9
006015781X,Why Do Clocks Run Clockwise? and Other Imponderables: Mysteries of Everyday Life Explained,David Feldman,1987,Harpercollins,http://images.amazon.com/images/P/006015781X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006015781X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006015781X.01.LZZZZZZZ.jpg,67627,7
8807120194,"Sarajevo, maybe (Anni Novanta/Feltrinelli)",Gianfranco Bettin,1994,Feltrinelli,http://images.amazon.com/images/P/8807120194.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8807120194.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8807120194.01.LZZZZZZZ.jpg,585,7
1576737357,Diary of a Teenage Girl - Becoming Me : Diary Number 1 (Diary of a Teenage Girl),Melody Carlson,2000,Multnomah,http://images.amazon.com/images/P/1576737357.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1576737357.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1576737357.01.LZZZZZZZ.jpg,595,7
193156146X,The Time Traveler's Wife,Audrey Niffenegger,2003,MacAdam/Cage Publishing,http://images.amazon.com/images/P/193156146X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/193156146X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/193156146X.01.LZZZZZZZ.jpg,619,9
015600710X,Strange Fits of Passion: A Novel,Anita Shreve,1999,Harvest Books,http://images.amazon.com/images/P/015600710X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/015600710X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/015600710X.01.LZZZZZZZ.jpg,619,8
2253004022,Regain,Jean Giono,1987,LGF,http://images.amazon.com/images/P/2253004022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2253004022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2253004022.01.LZZZZZZZ.jpg,625,9
2253005274,Le Grand Meaulnes (Classiques De Poche),Alain-Fournier,2000,Distribooks Inc,http://images.amazon.com/images/P/2253005274.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2253005274.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2253005274.01.LZZZZZZZ.jpg,1211,8
225300670X,A l'Ouest rien de nouveau,Erich Maria Remarque,1973,LGF,http://images.amazon.com/images/P/225300670X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/225300670X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/225300670X.01.LZZZZZZZ.jpg,15589,9
2266084372,Pourquoi j'ai mangÃ?Â© mon pÃ?Â¨re,Lewis,2000,Pocket,http://images.amazon.com/images/P/2266084372.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2266084372.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2266084372.01.LZZZZZZZ.jpg,625,8
2070362388,Ravage,Rene Barjavel,0,Gallimard French,http://images.amazon.com/images/P/2070362388.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070362388.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070362388.01.LZZZZZZZ.jpg,5204,6
2266029460,Voyage d'une parisienne Ã?Â  Lhassa,Alexandra David-NÃ?Â©el,1989,Pocket,http://images.amazon.com/images/P/2266029460.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2266029460.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2266029460.01.LZZZZZZZ.jpg,625,10
2253007102,Les Fleurs Du Mal,C. Baudelaire,1972,Livre De Poche French,http://images.amazon.com/images/P/2253007102.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2253007102.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2253007102.01.LZZZZZZZ.jpg,625,10
2070417743,Chroniques martiennes,Ray Bradbury,2002,Gallimard,http://images.amazon.com/images/P/2070417743.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070417743.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070417743.01.LZZZZZZZ.jpg,625,9
2266033689,Le Diable Au Corps,Raymond Radiguet,0,Presses Pocket French,http://images.amazon.com/images/P/2266033689.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2266033689.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2266033689.01.LZZZZZZZ.jpg,625,9
2070384349,La Faute de l'abbÃ?Â© Mouret,Emile Zola,1991,Gallimard,http://images.amazon.com/images/P/2070384349.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070384349.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070384349.01.LZZZZZZZ.jpg,625,10
207053880X,L'Homme Qui Plantait Des Arbres,Jean Giono,2002,Distribooks Inc,http://images.amazon.com/images/P/207053880X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/207053880X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/207053880X.01.LZZZZZZZ.jpg,625,10
2070334368,La Guerre Des Boutons,Pergaud,0,Livre de Poche,http://images.amazon.com/images/P/2070334368.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070334368.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070334368.01.LZZZZZZZ.jpg,625,7
3492207006,Die Entdeckung der Langsamkeit.,Sten Nadolny,1987,Piper,http://images.amazon.com/images/P/3492207006.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3492207006.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3492207006.01.LZZZZZZZ.jpg,626,10
3596144434,Der gemietete Mann.,Hera Lind,1999,"Fischer (Tb.), Frankfurt",http://images.amazon.com/images/P/3596144434.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3596144434.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3596144434.01.LZZZZZZZ.jpg,628,4
3442724686,Der Gott der kleinen Dinge.,Arundhati Roy,1999,btb,http://images.amazon.com/images/P/3442724686.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442724686.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442724686.01.LZZZZZZZ.jpg,628,5
385504209,The Da Vinci Code,Dan Brown,2003,Doubleday,http://images.amazon.com/images/P/0385504209.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385504209.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385504209.01.LZZZZZZZ.jpg,11676,10
1570717257,Man and Boy,Tony Parsons,2001,Sourcebooks Landmark,http://images.amazon.com/images/P/1570717257.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1570717257.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1570717257.01.LZZZZZZZ.jpg,638,9
052594463X,All of Me: A Voluptuous Tale,Venise T. Berry,2000,Dutton Books,http://images.amazon.com/images/P/052594463X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/052594463X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/052594463X.01.LZZZZZZZ.jpg,638,9
039304016X,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,1997,Little Brown and Company,http://images.amazon.com/images/P/039304016X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039304016X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039304016X.01.LZZZZZZZ.jpg,277427,8
2253148539,Le Loup-garou,Boris Vian,1999,LGF,http://images.amazon.com/images/P/2253148539.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2253148539.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2253148539.01.LZZZZZZZ.jpg,643,8
2253043974,Chronique d'une mort annoncÃ?Â©e,Gabriel Garcia Marquez,1987,LGF,http://images.amazon.com/images/P/2253043974.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2253043974.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2253043974.01.LZZZZZZZ.jpg,643,8
2020315491,Le neveu d'AmÃ?Â©rique,Luis SepÃ?Âºlveda,1998,Seuil,http://images.amazon.com/images/P/2020315491.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2020315491.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2020315491.01.LZZZZZZZ.jpg,643,8
057120354X,Awful End (Eddie Dickens Trilogy S.),Philip Ardagh,2000,Faber Children's Books,http://images.amazon.com/images/P/057120354X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/057120354X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/057120354X.01.LZZZZZZZ.jpg,643,5
185479549X,The World's Stupidest Laws,David Crombie,2000,Michael O'Mara Books,http://images.amazon.com/images/P/185479549X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/185479549X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/185479549X.01.LZZZZZZZ.jpg,643,8
1854795554,The World's Stupidest Signs,Michael O'Mara,2000,Michael O'Mara Books,http://images.amazon.com/images/P/1854795554.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1854795554.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1854795554.01.LZZZZZZZ.jpg,643,9
1858813093,Nessie: The Loch Ness Monster,Richard Brassey,2003,Trafalgar Square Books,http://images.amazon.com/images/P/1858813093.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1858813093.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1858813093.01.LZZZZZZZ.jpg,643,7
2871290911,"XIII, tome 13, L'enquÃ?Âªte : the XIII mystery",Jean Van Hamme,1999,Dargaud,http://images.amazon.com/images/P/2871290911.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2871290911.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2871290911.01.LZZZZZZZ.jpg,643,6
2253063339,Les Fourmis,Bernard Werber,2002,LGF,http://images.amazon.com/images/P/2253063339.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2253063339.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2253063339.01.LZZZZZZZ.jpg,276939,9
1841952931,Glasgow Zen,Alan Spence,2002,Canongate Books Ltd,http://images.amazon.com/images/P/1841952931.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1841952931.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1841952931.01.LZZZZZZZ.jpg,643,8
1405200677,Tigger's Little Book of Diet and Exercise,E.H. Shepard,2002,Egmont Childrens Books,http://images.amazon.com/images/P/1405200677.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1405200677.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1405200677.01.LZZZZZZZ.jpg,643,8
156341029X,Stone Butch Blues,Leslie Feinberg,1993,Firebrand Books,http://images.amazon.com/images/P/156341029X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/156341029X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/156341029X.01.LZZZZZZZ.jpg,651,8
1886383421,Fires of Aggar,Chris Anne Wolfe,2001,Windstorm Creative,http://images.amazon.com/images/P/1886383421.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1886383421.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1886383421.01.LZZZZZZZ.jpg,651,4
1888451084,Kamikaze Lust,Lauren Sanders,2000,Akashic Books,http://images.amazon.com/images/P/1888451084.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1888451084.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1888451084.01.LZZZZZZZ.jpg,651,7
1555835953,Witchfire,Lauren Maddison,2001,Alyson Books,http://images.amazon.com/images/P/1555835953.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1555835953.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1555835953.01.LZZZZZZZ.jpg,19078,3
1555834531,Hood,Emma Donoghue,1998,Alyson Publications,http://images.amazon.com/images/P/1555834531.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1555834531.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1555834531.01.LZZZZZZZ.jpg,139584,6
1563410443,"Skin: Talking About Sex, Class &amp; Literature",Dorothy Allison,1994,Firebrand Books,http://images.amazon.com/images/P/1563410443.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1563410443.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1563410443.01.LZZZZZZZ.jpg,60337,9
